date,game_pk,away_score,away_team,home_team,home_score,win_team,lose_team,win_score,lose_score
2025-05-04,778063,5,Minnesota Twins,Boston Red Sox,4,Minnesota Twins,Boston Red Sox,5,4
2025-05-04,778057,7,Tampa Bay Rays,New York Yankees,5,Tampa Bay Rays,New York Yankees,7,5
2025-05-04,778056,5,Cleveland Guardians,Toronto Blue Jays,4,Cleveland Guardians,Toronto Blue Jays,5,4
2025-05-04,778061,3,Athletics,Miami Marlins,2,Athletics,Miami Marlins,3,2
2025-05-04,778059,11,Arizona Diamondbacks,Philadelphia Phillies,9,Arizona Diamondbacks,Philadelphia Phillies,11,9
2025-05-04,778054,0,Chicago Cubs,Milwaukee Brewers,4,Milwaukee Brewers,Chicago Cubs,4,0
2025-05-04,778052,1,Seattle Mariners,Texas Rangers,8,Texas Rangers,Seattle Mariners,8,1
2025-05-04,778048,3,Colorado Rockies,San Francisco Giants,9,San Francisco Giants,Colorado Rockies,9,3
2025-05-04,778050,13,Detroit Tigers,Los Angeles Angels,1,Detroit Tigers,Los Angeles Angels,13,1
2025-05-04,778058,4,Washington Nationals,Cincinnati Reds,1,Washington Nationals,Cincinnati Reds,4,1
2025-05-04,778060,3,Los Angeles Dodgers,Atlanta Braves,4,Atlanta Braves,Los Angeles Dodgers,4,3
2025-05-05,778047,7,Los Angeles Dodgers,Miami Marlins,4,Los Angeles Dodgers,Miami Marlins,7,4
2025-05-05,778045,4,San Diego Padres,New York Yankees,3,San Diego Padres,New York Yankees,4,3
2025-05-05,778049,0,Cincinnati Reds,Atlanta Braves,4,Atlanta Braves,Cincinnati Reds,4,0
2025-05-05,778044,2,San Francisco Giants,Chicago Cubs,9,Chicago Cubs,San Francisco Giants,9,2
2025-05-05,778043,0,Chicago White Sox,Kansas City Royals,3,Kansas City Royals,Chicago White Sox,3,0
2025-05-05,778042,1,Houston Astros,Milwaukee Brewers,5,Milwaukee Brewers,Houston Astros,5,1
2025-05-05,778036,3,Pittsburgh Pirates,St. Louis Cardinals,6,St. Louis Cardinals,Pittsburgh Pirates,6,3
2025-05-05,778039,5,New York Mets,Arizona Diamondbacks,4,New York Mets,Arizona Diamondbacks,5,4
2025-05-05,778038,6,Seattle Mariners,Athletics,7,Athletics,Seattle Mariners,7,6
2025-05-06,778026,9,Cleveland Guardians,Washington Nationals,10,Washington Nationals,Cleveland Guardians,10,9
2025-05-06,778046,9,Cleveland Guardians,Washington Nationals,1,Cleveland Guardians,Washington Nationals,9,1
2025-05-06,778035,4,Los Angeles Dodgers,Miami Marlins,5,Miami Marlins,Los Angeles Dodgers,5,4
2025-05-06,778037,6,Texas Rangers,Boston Red Sox,1,Texas Rangers,Boston Red Sox,6,1
2025-05-06,778040,8,Philadelphia Phillies,Tampa Bay Rays,4,Philadelphia Phillies,Tampa Bay Rays,8,4
2025-05-06,778041,3,San Diego Padres,New York Yankees,12,New York Yankees,San Diego Padres,12,3
2025-05-06,778034,1,Cincinnati Reds,Atlanta Braves,2,Atlanta Braves,Cincinnati Reds,2,1
2025-05-06,778027,14,San Francisco Giants,Chicago Cubs,5,San Francisco Giants,Chicago Cubs,14,5
2025-05-06,778028,1,Baltimore Orioles,Minnesota Twins,9,Minnesota Twins,Baltimore Orioles,9,1
2025-05-06,778033,3,Chicago White Sox,Kansas City Royals,4,Kansas City Royals,Chicago White Sox,4,3
2025-05-06,778031,3,Houston Astros,Milwaukee Brewers,4,Milwaukee Brewers,Houston Astros,4,3
2025-05-06,778030,1,Pittsburgh Pirates,St. Louis Cardinals,2,St. Louis Cardinals,Pittsburgh Pirates,2,1
2025-05-06,778025,3,Toronto Blue Jays,Los Angeles Angels,8,Los Angeles Angels,Toronto Blue Jays,8,3
2025-05-06,778032,1,New York Mets,Arizona Diamondbacks,5,Arizona Diamondbacks,New York Mets,5,1
2025-05-06,778024,5,Seattle Mariners,Athletics,3,Seattle Mariners,Athletics,5,3
2025-05-07,778022,8,Cleveland Guardians,Washington Nationals,6,Cleveland Guardians,Washington Nationals,8,6
2025-05-07,778015,9,Houston Astros,Milwaukee Brewers,1,Houston Astros,Milwaukee Brewers,9,1
2025-05-07,778016,0,Pittsburgh Pirates,St. Louis Cardinals,5,St. Louis Cardinals,Pittsburgh Pirates,5,0
2025-05-07,778020,3,San Francisco Giants,Chicago Cubs,1,San Francisco Giants,Chicago Cubs,3,1
2025-05-07,778010,6,Seattle Mariners,Athletics,5,Seattle Mariners,Athletics,6,5
2025-05-07,778014,7,New York Mets,Arizona Diamondbacks,1,New York Mets,Arizona Diamondbacks,7,1
2025-05-07,778017,10,Los Angeles Dodgers,Miami Marlins,1,Los Angeles Dodgers,Miami Marlins,10,1
2025-05-07,778018,4,Texas Rangers,Boston Red Sox,6,Boston Red Sox,Texas Rangers,6,4
2025-05-07,778021,7,Philadelphia Phillies,Tampa Bay Rays,0,Philadelphia Phillies,Tampa Bay Rays,7,0
2025-05-07,778019,3,San Diego Padres,New York Yankees,4,New York Yankees,San Diego Padres,4,3
2025-05-07,778023,4,Cincinnati Reds,Atlanta Braves,3,Cincinnati Reds,Atlanta Braves,4,3
2025-05-07,778011,2,Baltimore Orioles,Minnesota Twins,5,Minnesota Twins,Baltimore Orioles,5,2
2025-05-07,778012,1,Chicago White Sox,Kansas City Royals,2,Kansas City Royals,Chicago White Sox,2,1
2025-05-07,778013,8,Detroit Tigers,Colorado Rockies,6,Detroit Tigers,Colorado Rockies,8,6
2025-05-07,778009,4,Toronto Blue Jays,Los Angeles Angels,5,Los Angeles Angels,Toronto Blue Jays,5,4
2025-05-08,778007,2,Baltimore Orioles,Minnesota Twins,5,Minnesota Twins,Baltimore Orioles,5,2
2025-05-08,778006,0,Texas Rangers,Boston Red Sox,5,Boston Red Sox,Texas Rangers,5,0
2025-05-08,778008,0,Chicago White Sox,Kansas City Royals,10,Kansas City Royals,Chicago White Sox,10,0
2025-05-08,778004,10,Detroit Tigers,Colorado Rockies,2,Detroit Tigers,Colorado Rockies,10,2
2025-05-08,778029,11,Detroit Tigers,Colorado Rockies,1,Detroit Tigers,Colorado Rockies,11,1
2025-05-08,778005,7,Philadelphia Phillies,Tampa Bay Rays,6,Philadelphia Phillies,Tampa Bay Rays,7,6
2025-05-08,778003,4,Cincinnati Reds,Atlanta Braves,5,Atlanta Braves,Cincinnati Reds,5,4
2025-05-08,778000,8,Toronto Blue Jays,Los Angeles Angels,5,Toronto Blue Jays,Los Angeles Angels,8,5
2025-05-08,777999,3,Los Angeles Dodgers,Arizona Diamondbacks,5,Arizona Diamondbacks,Los Angeles Dodgers,5,3
2025-05-09,777996,1,Texas Rangers,Detroit Tigers,2,Detroit Tigers,Texas Rangers,2,1
2025-05-09,777998,2,Atlanta Braves,Pittsburgh Pirates,3,Pittsburgh Pirates,Atlanta Braves,3,2
2025-05-09,777995,10,St. Louis Cardinals,Washington Nationals,0,St. Louis Cardinals,Washington Nationals,10,0
2025-05-09,778002,3,Milwaukee Brewers,Tampa Bay Rays,4,Tampa Bay Rays,Milwaukee Brewers,4,3
2025-05-09,778001,2,Chicago Cubs,New York Mets,7,New York Mets,Chicago Cubs,7,2
2025-05-09,777997,0,Philadelphia Phillies,Cleveland Guardians,6,Cleveland Guardians,Philadelphia Phillies,6,0
2025-05-09,777990,1,Boston Red Sox,Kansas City Royals,2,Kansas City Royals,Boston Red Sox,2,1
2025-05-09,777991,2,Miami Marlins,Chicago White Sox,6,Chicago White Sox,Miami Marlins,6,2
2025-05-09,777989,0,Cincinnati Reds,Houston Astros,3,Houston Astros,Cincinnati Reds,3,0
2025-05-09,777992,1,San Francisco Giants,Minnesota Twins,3,Minnesota Twins,San Francisco Giants,3,1
2025-05-09,777993,13,San Diego Padres,Colorado Rockies,9,San Diego Padres,Colorado Rockies,13,9
2025-05-09,777986,4,Baltimore Orioles,Los Angeles Angels,1,Baltimore Orioles,Los Angeles Angels,4,1
2025-05-09,777988,14,Los Angeles Dodgers,Arizona Diamondbacks,11,Los Angeles Dodgers,Arizona Diamondbacks,14,11
2025-05-09,777984,6,Toronto Blue Jays,Seattle Mariners,3,Toronto Blue Jays,Seattle Mariners,6,3
2025-05-09,777994,10,New York Yankees,Athletics,2,New York Yankees,Athletics,10,2
2025-05-10,777980,4,St. Louis Cardinals,Washington Nationals,2,St. Louis Cardinals,Washington Nationals,4,2
2025-05-10,777985,3,Atlanta Braves,Pittsburgh Pirates,2,Atlanta Braves,Pittsburgh Pirates,3,2
2025-05-10,777972,7,New York Yankees,Athletics,11,Athletics,New York Yankees,11,7
2025-05-10,777981,2,Milwaukee Brewers,Tampa Bay Rays,3,Tampa Bay Rays,Milwaukee Brewers,3,2
2025-05-10,777987,10,Texas Rangers,Detroit Tigers,3,Texas Rangers,Detroit Tigers,10,3
2025-05-10,777983,7,Philadelphia Phillies,Cleveland Guardians,1,Philadelphia Phillies,Cleveland Guardians,7,1
2025-05-10,777979,13,Cincinnati Reds,Houston Astros,9,Cincinnati Reds,Houston Astros,13,9
2025-05-10,777977,10,Boston Red Sox,Kansas City Royals,1,Boston Red Sox,Kansas City Royals,10,1
2025-05-10,777978,3,Miami Marlins,Chicago White Sox,1,Miami Marlins,Chicago White Sox,3,1
2025-05-10,777982,6,Chicago Cubs,New York Mets,5,Chicago Cubs,New York Mets,6,5
2025-05-10,777974,1,San Francisco Giants,Minnesota Twins,2,Minnesota Twins,San Francisco Giants,2,1
2025-05-10,777975,0,Los Angeles Dodgers,Arizona Diamondbacks,3,Arizona Diamondbacks,Los Angeles Dodgers,3,0
2025-05-10,777976,21,San Diego Padres,Colorado Rockies,0,San Diego Padres,Colorado Rockies,21,0
2025-05-10,777973,2,Baltimore Orioles,Los Angeles Angels,5,Los Angeles Angels,Baltimore Orioles,5,2
2025-05-10,777970,6,Toronto Blue Jays,Seattle Mariners,3,Toronto Blue Jays,Seattle Mariners,6,3
2025-05-11,777968,2,Chicago Cubs,New York Mets,6,New York Mets,Chicago Cubs,6,2
2025-05-11,777962,6,St. Louis Cardinals,Washington Nationals,1,St. Louis Cardinals,Washington Nationals,6,1
2025-05-11,777967,3,Atlanta Braves,Pittsburgh Pirates,4,Pittsburgh Pirates,Atlanta Braves,4,3
2025-05-11,777969,6,Texas Rangers,Detroit Tigers,1,Texas Rangers,Detroit Tigers,6,1
2025-05-11,777964,4,Milwaukee Brewers,Tampa Bay Rays,2,Milwaukee Brewers,Tampa Bay Rays,4,2
2025-05-11,777963,0,Cincinnati Reds,Houston Astros,6,Houston Astros,Cincinnati Reds,6,0
2025-05-11,777965,3,Boston Red Sox,Kansas City Royals,1,Boston Red Sox,Kansas City Royals,3,1
2025-05-11,777956,6,San Francisco Giants,Minnesota Twins,7,Minnesota Twins,San Francisco Giants,7,6
2025-05-11,777966,2,Miami Marlins,Chicago White Sox,4,Chicago White Sox,Miami Marlins,4,2
2025-05-11,777955,3,San Diego Padres,Colorado Rockies,9,Colorado Rockies,San Diego Padres,9,3
2025-05-11,777957,12,New York Yankees,Athletics,2,New York Yankees,Athletics,12,2
2025-05-11,777961,7,Baltimore Orioles,Los Angeles Angels,3,Baltimore Orioles,Los Angeles Angels,7,3
2025-05-11,777954,8,Los Angeles Dodgers,Arizona Diamondbacks,1,Los Angeles Dodgers,Arizona Diamondbacks,8,1
2025-05-11,777958,9,Toronto Blue Jays,Seattle Mariners,1,Toronto Blue Jays,Seattle Mariners,9,1
2025-05-11,777971,3,Philadelphia Phillies,Cleveland Guardians,0,Philadelphia Phillies,Cleveland Guardians,3,0
2025-05-12,777960,0,Milwaukee Brewers,Cleveland Guardians,5,Cleveland Guardians,Milwaukee Brewers,5,0
2025-05-12,777951,2,Boston Red Sox,Detroit Tigers,14,Detroit Tigers,Boston Red Sox,14,2
2025-05-12,777953,3,St. Louis Cardinals,Philadelphia Phillies,2,St. Louis Cardinals,Philadelphia Phillies,3,2
2025-05-12,777950,3,Pittsburgh Pirates,New York Mets,4,New York Mets,Pittsburgh Pirates,4,3
2025-05-12,777959,3,Washington Nationals,Atlanta Braves,4,Atlanta Braves,Washington Nationals,4,3
2025-05-12,777952,2,Miami Marlins,Chicago Cubs,5,Chicago Cubs,Miami Marlins,5,2
2025-05-12,777949,1,Colorado Rockies,Texas Rangers,2,Texas Rangers,Colorado Rockies,2,1
2025-05-12,777948,7,Kansas City Royals,Houston Astros,5,Kansas City Royals,Houston Astros,7,5
2025-05-12,777947,9,Los Angeles Angels,San Diego Padres,5,Los Angeles Angels,San Diego Padres,9,5
2025-05-12,777941,11,New York Yankees,Seattle Mariners,5,New York Yankees,Seattle Mariners,11,5
2025-05-12,777939,2,Arizona Diamondbacks,San Francisco Giants,1,Arizona Diamondbacks,San Francisco Giants,2,1
2025-05-13,777944,0,Milwaukee Brewers,Cleveland Guardians,2,Cleveland Guardians,Milwaukee Brewers,2,0
2025-05-13,777940,9,Boston Red Sox,Detroit Tigers,10,Detroit Tigers,Boston Red Sox,10,9
2025-05-13,777945,5,Chicago White Sox,Cincinnati Reds,1,Chicago White Sox,Cincinnati Reds,5,1
2025-05-13,777935,11,Tampa Bay Rays,Toronto Blue Jays,9,Tampa Bay Rays,Toronto Blue Jays,11,9
2025-05-13,777943,1,Pittsburgh Pirates,New York Mets,2,New York Mets,Pittsburgh Pirates,2,1
2025-05-13,777942,2,Washington Nationals,Atlanta Braves,5,Atlanta Braves,Washington Nationals,5,2
2025-05-13,777936,4,Miami Marlins,Chicago Cubs,5,Chicago Cubs,Miami Marlins,5,4
2025-05-13,777934,1,Colorado Rockies,Texas Rangers,4,Texas Rangers,Colorado Rockies,4,1
2025-05-13,777931,1,Kansas City Royals,Houston Astros,2,Houston Astros,Kansas City Royals,2,1
2025-05-13,777932,4,Los Angeles Angels,San Diego Padres,6,San Diego Padres,Los Angeles Angels,6,4
2025-05-13,777926,1,New York Yankees,Seattle Mariners,2,Seattle Mariners,New York Yankees,2,1
2025-05-13,777930,6,Arizona Diamondbacks,San Francisco Giants,10,San Francisco Giants,Arizona Diamondbacks,10,6
2025-05-13,777937,11,Athletics,Los Angeles Dodgers,1,Athletics,Los Angeles Dodgers,11,1
2025-05-14,777924,6,Minnesota Twins,Baltimore Orioles,3,Minnesota Twins,Baltimore Orioles,6,3
2025-05-14,777938,8,Minnesota Twins,Baltimore Orioles,6,Minnesota Twins,Baltimore Orioles,8,6
2025-05-14,777922,1,St. Louis Cardinals,Philadelphia Phillies,2,Philadelphia Phillies,St. Louis Cardinals,2,1
2025-05-14,777933,14,St. Louis Cardinals,Philadelphia Phillies,7,St. Louis Cardinals,Philadelphia Phillies,14,7
2025-05-14,777925,9,Milwaukee Brewers,Cleveland Guardians,5,Milwaukee Brewers,Cleveland Guardians,9,5
2025-05-14,777916,8,Arizona Diamondbacks,San Francisco Giants,7,Arizona Diamondbacks,San Francisco Giants,8,7
2025-05-14,777915,3,New York Yankees,Seattle Mariners,2,New York Yankees,Seattle Mariners,3,2
2025-05-14,777927,5,Boston Red Sox,Detroit Tigers,6,Detroit Tigers,Boston Red Sox,6,5
2025-05-14,777923,1,Tampa Bay Rays,Toronto Blue Jays,3,Toronto Blue Jays,Tampa Bay Rays,3,1
2025-05-14,777919,4,Pittsburgh Pirates,New York Mets,0,Pittsburgh Pirates,New York Mets,4,0
2025-05-14,777928,4,Chicago White Sox,Cincinnati Reds,2,Chicago White Sox,Cincinnati Reds,4,2
2025-05-14,777929,5,Washington Nationals,Atlanta Braves,4,Washington Nationals,Atlanta Braves,5,4
2025-05-14,777921,3,Miami Marlins,Chicago Cubs,1,Miami Marlins,Chicago Cubs,3,1
2025-05-14,777918,3,Colorado Rockies,Texas Rangers,8,Texas Rangers,Colorado Rockies,8,3
2025-05-14,777920,3,Kansas City Royals,Houston Astros,4,Houston Astros,Kansas City Royals,4,3
2025-05-14,777914,1,Los Angeles Angels,San Diego Padres,5,San Diego Padres,Los Angeles Angels,5,1
2025-05-14,777917,3,Athletics,Los Angeles Dodgers,9,Los Angeles Dodgers,Athletics,9,3
2025-05-15,777909,2,Washington Nationals,Atlanta Braves,5,Atlanta Braves,Washington Nationals,5,2
2025-05-15,777911,4,Minnesota Twins,Baltimore Orioles,0,Minnesota Twins,Baltimore Orioles,4,0
2025-05-15,777912,1,Chicago White Sox,Cincinnati Reds,7,Cincinnati Reds,Chicago White Sox,7,1
2025-05-15,777913,8,Tampa Bay Rays,Toronto Blue Jays,3,Tampa Bay Rays,Toronto Blue Jays,8,3
2025-05-15,777910,0,Houston Astros,Texas Rangers,1,Texas Rangers,Houston Astros,1,0
2025-05-15,777946,2,Athletics,Los Angeles Dodgers,19,Los Angeles Dodgers,Athletics,19,2
2025-05-16,777900,3,Chicago White Sox,Chicago Cubs,13,Chicago Cubs,Chicago White Sox,13,3
2025-05-16,777902,4,Cleveland Guardians,Cincinnati Reds,5,Cincinnati Reds,Cleveland Guardians,5,4
2025-05-16,777905,4,Pittsburgh Pirates,Philadelphia Phillies,8,Philadelphia Phillies,Pittsburgh Pirates,8,4
2025-05-16,777907,4,Washington Nationals,Baltimore Orioles,3,Washington Nationals,Baltimore Orioles,4,3
2025-05-16,777904,2,New York Mets,New York Yankees,6,New York Yankees,New York Mets,6,2
2025-05-16,777906,5,Detroit Tigers,Toronto Blue Jays,4,Detroit Tigers,Toronto Blue Jays,5,4
2025-05-16,777908,4,Atlanta Braves,Boston Red Sox,2,Atlanta Braves,Boston Red Sox,4,2
2025-05-16,777903,4,Tampa Bay Rays,Miami Marlins,9,Miami Marlins,Tampa Bay Rays,9,4
2025-05-16,777901,10,St. Louis Cardinals,Kansas City Royals,3,St. Louis Cardinals,Kansas City Royals,10,3
2025-05-16,777895,6,Houston Astros,Texas Rangers,3,Houston Astros,Texas Rangers,6,3
2025-05-16,777898,3,Minnesota Twins,Milwaukee Brewers,0,Minnesota Twins,Milwaukee Brewers,3,0
2025-05-16,777897,0,Colorado Rockies,Arizona Diamondbacks,8,Arizona Diamondbacks,Colorado Rockies,8,0
2025-05-16,777896,5,Seattle Mariners,San Diego Padres,1,Seattle Mariners,San Diego Padres,5,1
2025-05-16,777899,6,Los Angeles Angels,Los Angeles Dodgers,2,Los Angeles Angels,Los Angeles Dodgers,6,2
2025-05-16,777891,1,Athletics,San Francisco Giants,9,San Francisco Giants,Athletics,9,1
2025-05-17,777888,3,New York Mets,New York Yankees,2,New York Mets,New York Yankees,3,2
2025-05-17,777881,3,Chicago White Sox,Chicago Cubs,7,Chicago Cubs,Chicago White Sox,7,3
2025-05-17,777886,1,Detroit Tigers,Toronto Blue Jays,2,Toronto Blue Jays,Detroit Tigers,2,1
2025-05-17,777890,10,Washington Nationals,Baltimore Orioles,6,Washington Nationals,Baltimore Orioles,10,6
2025-05-17,777889,4,Tampa Bay Rays,Miami Marlins,0,Tampa Bay Rays,Miami Marlins,4,0
2025-05-17,777894,2,Pittsburgh Pirates,Philadelphia Phillies,5,Philadelphia Phillies,Pittsburgh Pirates,5,2
2025-05-17,777892,1,Cleveland Guardians,Cincinnati Reds,4,Cincinnati Reds,Cleveland Guardians,4,1
2025-05-17,777882,1,Houston Astros,Texas Rangers,5,Texas Rangers,Houston Astros,5,1
2025-05-17,777885,1,St. Louis Cardinals,Kansas City Royals,0,St. Louis Cardinals,Kansas City Royals,1,0
2025-05-17,777893,6,Atlanta Braves,Boston Red Sox,7,Boston Red Sox,Atlanta Braves,7,6
2025-05-17,777883,7,Minnesota Twins,Milwaukee Brewers,0,Minnesota Twins,Milwaukee Brewers,7,0
2025-05-17,777887,14,Colorado Rockies,Arizona Diamondbacks,12,Colorado Rockies,Arizona Diamondbacks,14,12
2025-05-17,777875,4,Seattle Mariners,San Diego Padres,1,Seattle Mariners,San Diego Padres,4,1
2025-05-17,777879,0,Athletics,San Francisco Giants,1,San Francisco Giants,Athletics,1,0
2025-05-17,777884,11,Los Angeles Angels,Los Angeles Dodgers,9,Los Angeles Angels,Los Angeles Dodgers,11,9
2025-05-18,777869,4,Houston Astros,Texas Rangers,3,Houston Astros,Texas Rangers,4,3
2025-05-18,777873,10,Washington Nationals,Baltimore Orioles,4,Washington Nationals,Baltimore Orioles,10,4
2025-05-18,777880,0,Pittsburgh Pirates,Philadelphia Phillies,1,Philadelphia Phillies,Pittsburgh Pirates,1,0
2025-05-18,777876,10,Atlanta Braves,Boston Red Sox,4,Atlanta Braves,Boston Red Sox,10,4
2025-05-18,777871,3,Detroit Tigers,Toronto Blue Jays,2,Detroit Tigers,Toronto Blue Jays,3,2
2025-05-18,777874,1,Cleveland Guardians,Cincinnati Reds,3,Cincinnati Reds,Cleveland Guardians,3,1
2025-05-18,777877,1,Tampa Bay Rays,Miami Marlins,5,Miami Marlins,Tampa Bay Rays,5,1
2025-05-18,777864,1,St. Louis Cardinals,Kansas City Royals,2,Kansas City Royals,St. Louis Cardinals,2,1
2025-05-18,777865,2,Minnesota Twins,Milwaukee Brewers,5,Milwaukee Brewers,Minnesota Twins,5,2
2025-05-18,777872,2,Chicago White Sox,Chicago Cubs,6,Chicago Cubs,Chicago White Sox,6,2
2025-05-18,777867,2,Athletics,San Francisco Giants,3,San Francisco Giants,Athletics,3,2
2025-05-18,777870,0,Colorado Rockies,Arizona Diamondbacks,1,Arizona Diamondbacks,Colorado Rockies,1,0
2025-05-18,777866,6,Los Angeles Angels,Los Angeles Dodgers,4,Los Angeles Angels,Los Angeles Dodgers,6,4
2025-05-18,777868,6,Seattle Mariners,San Diego Padres,1,Seattle Mariners,San Diego Padres,6,1
2025-05-18,777878,2,New York Mets,New York Yankees,8,New York Yankees,New York Mets,8,2
2025-05-19,777859,7,Cincinnati Reds,Pittsburgh Pirates,1,Cincinnati Reds,Pittsburgh Pirates,7,1
2025-05-19,777863,7,Chicago Cubs,Miami Marlins,8,Miami Marlins,Chicago Cubs,8,7
2025-05-19,777856,1,New York Mets,Boston Red Sox,3,Boston Red Sox,New York Mets,3,1
2025-05-19,777858,4,Houston Astros,Tampa Bay Rays,3,Houston Astros,Tampa Bay Rays,4,3
2025-05-19,777861,5,Cleveland Guardians,Minnesota Twins,6,Minnesota Twins,Cleveland Guardians,6,5
2025-05-19,777857,5,Seattle Mariners,Chicago White Sox,1,Seattle Mariners,Chicago White Sox,5,1
2025-05-19,777860,4,Baltimore Orioles,Milwaukee Brewers,5,Milwaukee Brewers,Baltimore Orioles,5,4
2025-05-19,777862,4,Detroit Tigers,St. Louis Cardinals,11,St. Louis Cardinals,Detroit Tigers,11,4
2025-05-19,777852,9,Philadelphia Phillies,Colorado Rockies,3,Philadelphia Phillies,Colorado Rockies,9,3
2025-05-19,777855,3,Kansas City Royals,San Francisco Giants,1,Kansas City Royals,San Francisco Giants,3,1
2025-05-19,777853,4,Los Angeles Angels,Athletics,3,Los Angeles Angels,Athletics,4,3
2025-05-19,777854,9,Arizona Diamondbacks,Los Angeles Dodgers,5,Arizona Diamondbacks,Los Angeles Dodgers,9,5
2025-05-20,777847,0,Cincinnati Reds,Pittsburgh Pirates,1,Pittsburgh Pirates,Cincinnati Reds,1,0
2025-05-20,777850,14,Chicago Cubs,Miami Marlins,1,Chicago Cubs,Miami Marlins,14,1
2025-05-20,777851,0,New York Mets,Boston Red Sox,2,Boston Red Sox,New York Mets,2,0
2025-05-20,777841,3,Atlanta Braves,Washington Nationals,5,Washington Nationals,Atlanta Braves,5,3
2025-05-20,777848,2,Houston Astros,Tampa Bay Rays,3,Tampa Bay Rays,Houston Astros,3,2
2025-05-20,777849,2,Texas Rangers,New York Yankees,5,New York Yankees,Texas Rangers,5,2
2025-05-20,777845,0,San Diego Padres,Toronto Blue Jays,3,Toronto Blue Jays,San Diego Padres,3,0
2025-05-20,777846,0,Seattle Mariners,Chicago White Sox,1,Chicago White Sox,Seattle Mariners,1,0
2025-05-20,777844,2,Baltimore Orioles,Milwaukee Brewers,5,Milwaukee Brewers,Baltimore Orioles,5,2
2025-05-20,777840,5,Detroit Tigers,St. Louis Cardinals,4,Detroit Tigers,St. Louis Cardinals,5,4
2025-05-20,777842,7,Philadelphia Phillies,Colorado Rockies,4,Philadelphia Phillies,Colorado Rockies,7,4
2025-05-20,777836,2,Kansas City Royals,San Francisco Giants,3,San Francisco Giants,Kansas City Royals,3,2
2025-05-20,777843,7,Los Angeles Angels,Athletics,5,Los Angeles Angels,Athletics,7,5
2025-05-20,777838,3,Arizona Diamondbacks,Los Angeles Dodgers,4,Los Angeles Dodgers,Arizona Diamondbacks,4,3
2025-05-21,777834,1,Cincinnati Reds,Pittsburgh Pirates,3,Pittsburgh Pirates,Cincinnati Reds,3,1
2025-05-21,777832,4,Houston Astros,Tampa Bay Rays,8,Tampa Bay Rays,Houston Astros,8,4
2025-05-21,777861,5,Cleveland Guardians,Minnesota Twins,6,Minnesota Twins,Cleveland Guardians,6,5
2025-05-21,777833,2,Chicago Cubs,Miami Marlins,1,Chicago Cubs,Miami Marlins,2,1
2025-05-21,777826,8,Baltimore Orioles,Milwaukee Brewers,4,Baltimore Orioles,Milwaukee Brewers,8,4
2025-05-21,777827,5,Detroit Tigers,St. Louis Cardinals,1,Detroit Tigers,St. Louis Cardinals,5,1
2025-05-21,777830,6,Seattle Mariners,Chicago White Sox,5,Seattle Mariners,Chicago White Sox,6,5
2025-05-21,777819,8,Kansas City Royals,San Francisco Giants,4,Kansas City Royals,San Francisco Giants,8,4
2025-05-21,777829,5,Cleveland Guardians,Minnesota Twins,1,Cleveland Guardians,Minnesota Twins,5,1
2025-05-21,777831,5,New York Mets,Boston Red Sox,1,New York Mets,Boston Red Sox,5,1
2025-05-21,777835,3,Texas Rangers,New York Yankees,4,New York Yankees,Texas Rangers,4,3
2025-05-21,777837,0,San Diego Padres,Toronto Blue Jays,14,Toronto Blue Jays,San Diego Padres,14,0
2025-05-21,777823,9,Philadelphia Phillies,Colorado Rockies,5,Philadelphia Phillies,Colorado Rockies,9,5
2025-05-21,777828,10,Los Angeles Angels,Athletics,5,Los Angeles Angels,Athletics,10,5
2025-05-21,777824,1,Arizona Diamondbacks,Los Angeles Dodgers,3,Los Angeles Dodgers,Arizona Diamondbacks,3,1
2025-05-22,777818,0,Texas Rangers,New York Yankees,1,New York Yankees,Texas Rangers,1,0
2025-05-22,777816,6,San Diego Padres,Toronto Blue Jays,7,Toronto Blue Jays,San Diego Padres,7,6
2025-05-22,777817,2,Philadelphia Phillies,Colorado Rockies,0,Philadelphia Phillies,Colorado Rockies,2,0
2025-05-22,777812,10,Los Angeles Angels,Athletics,5,Los Angeles Angels,Athletics,10,5
2025-05-22,777821,7,Cleveland Guardians,Detroit Tigers,0,Cleveland Guardians,Detroit Tigers,7,0
2025-05-22,777814,8,Milwaukee Brewers,Pittsburgh Pirates,5,Milwaukee Brewers,Pittsburgh Pirates,8,5
2025-05-22,777820,7,Atlanta Braves,Washington Nationals,8,Washington Nationals,Atlanta Braves,8,7
2025-05-22,777822,2,Seattle Mariners,Houston Astros,9,Houston Astros,Seattle Mariners,9,2
2025-05-23,777815,5,Baltimore Orioles,Boston Red Sox,19,Boston Red Sox,Baltimore Orioles,19,5
2025-05-23,777811,13,Chicago Cubs,Cincinnati Reds,6,Chicago Cubs,Cincinnati Reds,13,6
2025-05-23,777806,5,Milwaukee Brewers,Pittsburgh Pirates,6,Pittsburgh Pirates,Milwaukee Brewers,6,5
2025-05-23,777801,4,San Francisco Giants,Washington Nationals,0,San Francisco Giants,Washington Nationals,4,0
2025-05-23,777810,1,Toronto Blue Jays,Tampa Bay Rays,3,Tampa Bay Rays,Toronto Blue Jays,3,1
2025-05-23,777807,3,Cleveland Guardians,Detroit Tigers,1,Cleveland Guardians,Detroit Tigers,3,1
2025-05-23,777808,7,Los Angeles Dodgers,New York Mets,5,Los Angeles Dodgers,New York Mets,7,5
2025-05-23,777813,2,San Diego Padres,Atlanta Braves,1,San Diego Padres,Atlanta Braves,2,1
